ms_subclass,lot_frontage,lot_area,street,alley,lot_shape,land_slope,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,saleprice,ms_zoning_A (agr),ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,land_contour_Bnk,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_Corner,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Artery,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Artery,condition_2_Feedr,condition_2_Norm,condition_2_PosA,condition_2_PosN,condition_2_RRAe,condition_2_RRAn,condition_2_RRNn,bldg_type_1Fam,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Fin,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Flat,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_CompShg,roof_matl_Membran,roof_matl_Metal,roof_matl_Roll,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,exterior_1st_AsbShng,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_PreCast,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsbShng,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Other,exterior_2nd_Plywood,exterior_2nd_PreCast,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_CBlock,mas_vnr_type_None,mas_vnr_type_Stone,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_Floor,heating_GasA,heating_GasW,heating_Grav,heating_OthW,heating_Wall,electrical_FuseA,electrical_FuseF,electrical_FuseP,electrical_Mix,electrical_SBrkr,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_type_None,misc_feature_Gar2,misc_feature_None,misc_feature_Othr,misc_feature_Shed,misc_feature_TenC,sale_type_COD,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_VWD,sale_type_WD ,sale_condition_Abnorml,sale_condition_AdjLand,sale_condition_Alloca,sale_condition_Family,sale_condition_Normal,sale_condition_Partial
10.0,70.0,11885,1.0,1.0,3.0,0.0,8,4.0,2001,2001,108.0,2.0,4.0,2.0,5.0,0.0,2.0,990.0,6.0,0.0,309.0,1299.0,0.0,1.0,1299,573,0,1872,1.0,0.0,2,1,3,1,0.0,7,7.0,1,5.0,2001.0,2.0,2.0,531.0,5.0,5.0,2.0,160,122,0,0,0,0,3.0,4.0,0,2.0,3.0,12.47419338657158,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.0,70.0,11050,1.0,1.0,3.0,0.0,9,4.0,2000,2000,204.0,2.0,4.0,0.0,5.0,2.0,2.0,904.0,6.0,0.0,536.0,1440.0,0.0,1.0,1476,677,0,2153,1.0,0.0,2,1,3,1,0.0,8,7.0,2,0.0,2000.0,0.0,3.0,736.0,5.0,5.0,2.0,253,142,0,0,0,0,3.0,4.0,0,7.0,3.0,12.653961664405365,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.0,70.0,8749,1.0,1.0,3.0,0.0,7,4.0,2002,2002,0.0,2.0,4.0,2.0,5.0,3.0,6.0,0.0,6.0,0.0,840.0,840.0,0.0,1.0,840,885,0,1725,0.0,0.0,2,1,3,1,2.0,6,7.0,0,3.0,2002.0,2.0,2.0,550.0,5.0,5.0,2.0,0,48,0,0,0,0,3.0,4.0,0,2.0,3.0,12.198549416880068,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.0,70.0,11250,1.0,1.0,3.0,0.0,7,4.0,2001,2001,0.0,2.0,4.0,2.0,5.0,3.0,6.0,0.0,6.0,0.0,944.0,944.0,0.0,1.0,944,926,0,1870,0.0,0.0,2,1,3,1,2.0,6,7.0,0,3.0,2001.0,2.0,2.0,608.0,5.0,5.0,2.0,256,43,0,0,0,0,3.0,4.0,0,7.0,3.0,12.259618151783464,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,90.0,15750,1.0,1.0,3.0,0.0,8,4.0,1999,2000,260.0,2.0,4.0,2.0,5.0,1.0,2.0,1246.0,6.0,0.0,216.0,1462.0,0.0,1.0,1513,0,0,1513,1.0,0.0,2,0,2,1,2.0,5,7.0,1,5.0,1999.0,0.0,2.0,521.0,5.0,5.0,2.0,135,34,0,0,0,0,3.0,4.0,0,8.0,3.0,12.301387370778713,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,73.0,11883,1.0,1.0,3.0,0.0,7,4.0,1996,1996,196.0,2.0,4.0,2.0,5.0,1.0,2.0,690.0,6.0,0.0,814.0,1504.0,0.0,1.0,1504,0,0,1504,1.0,0.0,2,0,3,1,2.0,6,7.0,1,5.0,1996.0,0.0,2.0,478.0,5.0,5.0,2.0,115,66,0,0,0,0,3.0,4.0,0,8.0,3.0,12.220966184120163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,70.0,12782,1.0,1.0,3.0,0.0,8,4.0,2002,2003,164.0,2.0,4.0,0.0,5.0,1.0,2.0,1360.0,6.0,0.0,462.0,1822.0,0.0,1.0,1828,0,0,1828,1.0,0.0,2,0,3,1,2.0,7,7.0,1,2.0,2002.0,0.0,2.0,523.0,5.0,5.0,2.0,194,144,0,0,0,0,3.0,4.0,0,8.0,3.0,12.540761149388421,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,70.0,8750,1.0,1.0,3.0,0.0,7,4.0,1997,1998,209.0,2.0,4.0,2.0,5.0,0.0,2.0,1111.0,6.0,0.0,306.0,1417.0,0.0,1.0,1417,0,0,1417,1.0,0.0,2,0,3,1,2.0,7,7.0,1,5.0,1997.0,3.0,2.0,511.0,5.0,5.0,2.0,60,0,0,0,117,0,3.0,4.0,0,10.0,3.0,12.25486757159303,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.0,70.0,9375,1.0,1.0,3.0,0.0,7,4.0,1997,1998,573.0,3.0,4.0,2.0,5.0,3.0,2.0,739.0,6.0,0.0,318.0,1057.0,0.0,1.0,1057,977,0,2034,1.0,0.0,2,1,3,1,2.0,8,7.0,0,3.0,1998.0,2.0,2.0,645.0,5.0,5.0,2.0,576,36,0,0,0,0,3.0,0.0,0,4.0,3.0,12.299112067295642,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.0,70.0,8750,1.0,1.0,3.0,0.0,7,4.0,1996,1996,0.0,2.0,4.0,2.0,5.0,3.0,6.0,0.0,6.0,0.0,880.0,880.0,0.0,1.0,909,807,0,1716,0.0,0.0,2,1,2,1,2.0,7,7.0,1,5.0,1996.0,2.0,2.0,512.0,5.0,5.0,2.0,0,120,0,0,0,0,3.0,4.0,0,9.0,3.0,12.160033942617154,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,70.0,9100,1.0,1.0,3.0,0.0,7,4.0,2001,2001,0.0,2.0,4.0,2.0,5.0,3.0,6.0,0.0,6.0,0.0,1212.0,1212.0,0.0,1.0,1212,0,0,1212,0.0,0.0,2,0,3,1,2.0,6,7.0,0,3.0,2001.0,2.0,2.0,573.0,5.0,5.0,2.0,356,0,0,0,0,0,3.0,4.0,0,8.0,3.0,12.089544447235973,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,75.0,9750,1.0,1.0,3.0,0.0,7,4.0,2000,2001,171.0,2.0,4.0,2.0,5.0,3.0,6.0,0.0,6.0,0.0,1630.0,1630.0,0.0,1.0,1630,0,0,1630,0.0,0.0,2,0,3,1,2.0,6,7.0,1,5.0,2000.0,3.0,2.0,451.0,5.0,5.0,2.0,74,234,0,0,0,0,3.0,4.0,0,1.0,3.0,12.269052139516225,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,70.0,4435,1.0,1.0,3.0,0.0,6,4.0,2003,2004,170.0,2.0,4.0,2.0,5.0,0.0,2.0,685.0,6.0,0.0,163.0,848.0,0.0,1.0,848,0,0,848,1.0,0.0,1,0,1,1,2.0,4,7.0,0,3.0,2003.0,0.0,2.0,420.0,5.0,5.0,2.0,140,0,0,0,0,0,3.0,4.0,0,8.0,3.0,11.87757552297847,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,70.0,4435,1.0,1.0,3.0,0.0,6,4.0,2003,2003,170.0,2.0,4.0,2.0,5.0,0.0,2.0,685.0,6.0,0.0,163.0,848.0,0.0,1.0,848,0,0,848,1.0,0.0,1,0,1,1,2.0,4,7.0,0,3.0,2003.0,0.0,2.0,420.0,5.0,5.0,2.0,140,0,0,0,0,0,3.0,4.0,0,7.0,3.0,11.849404844423075,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,85.0,10200,1.0,1.0,3.0,0.0,8,4.0,2007,2007,180.0,2.0,4.0,2.0,5.0,0.0,2.0,1478.0,6.0,0.0,100.0,1578.0,0.0,1.0,1602,0,0,1602,1.0,0.0,2,0,3,1,2.0,7,7.0,1,2.0,2007.0,2.0,3.0,810.0,5.0,5.0,2.0,0,48,0,0,195,0,3.0,4.0,0,0.0,3.0,12.58861365963002,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.0,65.0,9313,1.0,1.0,0.0,0.0,7,4.0,2004,2004,0.0,2.0,4.0,2.0,5.0,3.0,6.0,0.0,6.0,0.0,864.0,864.0,0.0,1.0,864,864,0,1728,0.0,0.0,2,1,3,1,2.0,7,7.0,0,3.0,2004.0,2.0,2.0,572.0,5.0,5.0,2.0,187,56,0,0,0,0,3.0,4.0,0,6.0,3.0,12.154784614286669,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,63.0,8487,1.0,1.0,3.0,0.0,7,4.0,2004,2004,210.0,2.0,4.0,2.0,5.0,0.0,2.0,20.0,6.0,0.0,1480.0,1500.0,0.0,1.0,1500,0,0,1500,0.0,0.0,2,0,3,1,2.0,6,7.0,0,3.0,2004.0,2.0,2.0,570.0,5.0,5.0,2.0,192,36,0,0,0,0,3.0,4.0,0,10.0,3.0,12.154784614286669,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.0,64.0,8633,1.0,1.0,3.0,0.0,6,4.0,2005,2005,0.0,2.0,4.0,2.0,5.0,3.0,2.0,193.0,6.0,0.0,545.0,738.0,0.0,1.0,738,738,0,1476,1.0,0.0,2,1,3,1,2.0,7,7.0,0,3.0,2005.0,0.0,2.0,540.0,5.0,5.0,2.0,100,35,0,0,0,0,3.0,4.0,0,4.0,3.0,12.0639386420412,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.0,85.0,11069,1.0,1.0,3.0,0.0,6,4.0,2007,2007,0.0,2.0,4.0,2.0,5.0,3.0,6.0,0.0,6.0,0.0,608.0,608.0,0.0,1.0,608,788,0,1396,0.0,0.0,2,1,3,1,2.0,6,7.0,1,2.0,2007.0,0.0,2.0,440.0,5.0,5.0,2.0,100,36,0,0,0,0,3.0,4.0,0,9.0,3.0,12.04355959836804,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,67.0,8777,1.0,1.0,3.0,0.0,4,4.0,1949,2003,0.0,3.0,4.0,3.0,3.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1126,0,0,1126,0.0,0.0,2,0,2,1,2.0,5,7.0,0,3.0,2002.0,0.0,2.0,520.0,5.0,5.0,0.0,0,96,0,0,0,0,3.0,2.0,0,7.0,3.0,11.58989576532275,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,75.0,9937,1.0,1.0,3.0,0.0,5,6.0,1964,1999,0.0,3.0,2.0,5.0,5.0,3.0,1.0,637.0,6.0,0.0,849.0,1486.0,0.0,1.0,1486,0,0,1486,1.0,0.0,1,0,3,1,4.0,7,7.0,0,3.0,1968.0,0.0,2.0,480.0,5.0,5.0,2.0,0,0,0,0,0,0,3.0,2.0,0,5.0,3.0,12.025755079404915,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
